# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
6 10 46 37b541
7 10 46 21da2f
8 10 46 21da2f
9 10 46 21da2f
10 10 46 1f9126
11 10 46 ffffff
12 10 46 ffffff
13 10 46 1f9126
14 10 46 1f9126
15 10 46 37b541
0 11 46 ffffff
1 11 46 ffffff
2 11 46 1f9126
3 11 46 1f9126
5 11 46 1f9126
6 11 46 1f9126
7 11 46 ffffff
8 11 46 21da2f
9 11 46 ffffff
10 11 46 37b541
11 11 46 1f9126
12 11 46 1f9126
14 11 46 1f9126
15 11 46 1f9126
0 12 46 1f9126
1 12 46 ffffff
2 12 46 ffffff
3 12 46 1f9126
6 12 46 1f9126
7 12 46 21da2f
8 12 46 21da2f
9 12 46 21da2f
10 12 46 ffffff
11 12 46 1f9126
12 12 46 1f9126
15 12 46 1f9126
0 13 46 ffffff
1 13 46 1f9126
2 13 46 1f9126
3 13 46 1f9126
4 13 46 1f9126
5 13 46 21da2f
6 13 46 1f9126
7 13 46 21da2f
8 13 46 ffffff
9 13 46 1f9126
10 13 46 1f9126
11 13 46 1f9126
12 13 46 1f9126
13 13 46 1f9126
14 13 46 21da2f
15 13 46 1f9126
0 14 46 1f9126
1 14 46 21da2f
3 14 46 37b541
4 14 46 37b541
5 14 46 21da2f
6 14 46 1f9126
7 14 46 37b541
8 14 46 1f9126
9 14 46 21da2f
10 14 46 21da2f
11 14 46 37b541
12 14 46 37b541
13 14 46 37b541
14 14 46 21da2f
15 14 46 1f9126
1 15 46 1f9126
3 15 46 1f9126
4 15 46 1f9126
5 15 46 1f9126
6 15 46 1f9126
7 15 46 1f9126
9 15 46 1f9126
10 15 46 1f9126
11 15 46 1f9126
12 15 46 1f9126
13 15 46 1f9126
15 15 46 1f9126
0 0 47 21da2f
1 0 47 1f9126
3 0 47 1f9126
4 0 47 1f9126
5 0 47 ffffff
6 0 47 1f9126
7 0 47 ffffff
8 0 47 21da2f
9 0 47 1f9126
10 0 47 1f9126
11 0 47 37b541
12 0 47 1f9126
13 0 47 1f9126
15 0 47 1f9126
1 1 47 37b541
3 1 47 ffffff
4 1 47 06a115
5 1 47 06a115
6 1 47 1f9126
7 1 47 1f9126
8 1 47 ffffff
9 1 47 ffffff
10 1 47 37b541
12 1 47 06a115
13 1 47 06a115
14 1 47 1f9126
15 1 47 1f9126
0 2 47 21da2f
2 2 47 21da2f
3 2 47 1f9126
4 2 47 ffffff
5 2 47 ffffff
6 2 47 ffffff
7 2 47 1f9126
8 2 47 21da2f
9 2 47 21da2f
10 2 47 ffffff
11 2 47 1f9126
12 2 47 1f9126
14 2 47 1f9126
15 2 47 37b541
0 3 47 37b541
1 3 47 37b541
2 3 47 1f9126
3 3 47 21da2f
4 3 47 1f9126
5 3 47 37b541
6 3 47 1f9126
7 3 47 1f9126
8 3 47 ffffff
9 3 47 37b541
10 3 47 37b541
11 3 47 37b541
12 3 47 21da2f
13 3 47 37b541
14 3 47 1f9126
15 3 47 1f9126
0 4 47 37b541
1 4 47 21da2f
2 4 47 ffffff
3 4 47 ffffff
4 4 47 1f9126
5 4 47 1f9126
6 4 47 1f9126
7 4 47 21da2f
8 4 47 1f9126
9 4 47 37b541
10 4 47 21da2f
13 4 47 1f9126
14 4 47 1f9126
15 4 47 1f9126
1 5 47 1f9126
2 5 47 ffffff
3 5 47 37b541
4 5 47 37b541
5 5 47 37b541
6 5 47 ffffff
7 5 47 1f9126
8 5 47 1f9126
9 5 47 1f9126
10 5 47 1f9126
11 5 47 1f9126
12 5 47 37b541
13 5 47 37b541
14 5 47 21da2f
15 5 47 21da2f
0 6 47 21da2f
1 6 47 37b541
2 6 47 ffffff
3 6 47 37b541
4 6 47 1f9126
5 6 47 1f9126
6 6 47 ffffff
7 6 47 37b541
8 6 47 1f9126
9 6 47 37b541
10 6 47 37b541
12 6 47 1f9126
13 6 47 1f9126
15 6 47 1f9126
0 7 47 21da2f
1 7 47 1f9126
2 7 47 1f9126
3 7 47 1f9126
4 7 47 ffffff
5 7 47 ffffff
6 7 47 21da2f
7 7 47 1f9126
8 7 47 1f9126
9 7 47 21da2f
10 7 47 1f9126
11 7 47 1f9126
12 7 47 1f9126
13 7 47 37b541
15 7 47 37b541
0 8 47 21da2f
1 8 47 1f9126
2 8 47 1f9126
3 8 47 1f9126
4 8 47 1f9126
5 8 47 37b541
6 8 47 1f9126
7 8 47 1f9126
8 8 47 21da2f
9 8 47 1f9126
10 8 47 1f9126
11 8 47 37b541
12 8 47 1f9126
13 8 47 1f9126
14 8 47 37b541
15 8 47 1f9126
0 9 47 37b541
1 9 47 37b541
3 9 47 ffffff
4 9 47 06a115
5 9 47 06a115
6 9 47 1f9126
7 9 47 21da2f
8 9 47 1f9126
9 9 47 37b541
10 9 47 21da2f
12 9 47 06a115
13 9 47 06a115
14 9 47 1f9126
15 9 47 1f9126
1 10 47 1f9126
3 10 47 37b541
4 10 47 37b541
5 10 47 37b541
6 10 47 ffffff
7 10 47 1f9126
8 10 47 1f9126
9 10 47 1f9126
10 10 47 1f9126
11 10 47 1f9126
12 10 47 37b541
13 10 47 37b541
0 11 47 21da2f
1 11 47 37b541
3 11 47 37b541
4 11 47 1f9126
5 11 47 1f9126
7 11 47 37b541
8 11 47 1f9126
9 11 47 37b541
10 11 47 37b541
12 11 47 37b541
13 11 47 1f9126
1 12 47 1f9126
2 12 47 1f9126
3 12 47 1f9126
6 12 47 21da2f
7 12 47 1f9126
8 12 47 1f9126
10 12 47 1f9126
11 12 47 1f9126
12 12 47 1f9126
15 12 47 21da2f
0 13 47 21da2f
1 13 47 1f9126
3 13 47 1f9126
4 13 47 1f9126
6 13 47 1f9126
8 13 47 21da2f
9 13 47 1f9126
10 13 47 1f9126
11 13 47 37b541
12 13 47 1f9126
13 13 47 1f9126
1 14 47 37b541
4 14 47 06a115
5 14 47 06a115
6 14 47 1f9126
7 14 47 1f9126
10 14 47 37b541
13 14 47 06a115
15 14 47 1f9126
0 15 47 21da2f
2 15 47 21da2f
3 15 47 1f9126
7 15 47 1f9126
8 15 47 21da2f
9 15 47 21da2f
11 15 47 1f9126
12 15 47 1f9126
16 0 40 37b541
20 0 40 37b541
16 1 40 1f9126
17 1 40 37b541
18 1 40 1f9126
19 1 40 1f9126
20 1 40 1f9126
16 2 40 37b541
17 2 40 37b541
18 2 40 1f9126
19 2 40 1f9126
20 2 40 21da2f
16 3 40 37b541
17 3 40 1f9126
18 3 40 1f9126
19 3 40 21da2f
20 3 40 1f9126
16 4 40 21da2f
17 4 40 37b541
18 4 40 37b541
20 4 40 1f9126
16 5 40 37b541
17 5 40 1f9126
18 5 40 1f9126
19 5 40 37b541
20 5 40 37b541
16 6 40 1f9126
17 6 40 1f9126
19 6 40 21da2f
20 6 40 21da2f
16 7 40 21da2f
17 7 40 1f9126
18 7 40 1f9126
19 7 40 1f9126
20 7 40 37b541
16 8 40 37b541
17 8 40 37b541
18 8 40 1f9126
19 8 40 1f9126
20 8 40 37b541
16 9 40 1f9126
17 9 40 37b541
18 9 40 1f9126
19 9 40 1f9126
20 9 40 1f9126
16 10 40 37b541
17 10 40 37b541
18 10 40 1f9126
19 10 40 1f9126
20 10 40 37b541
17 11 40 1f9126
20 11 40 21da2f
16 12 40 37b541
17 12 40 21da2f
18 12 40 1f9126
20 12 40 1f9126
16 13 40 37b541
16 14 40 37b541
17 14 40 1f9126
18 14 40 37b541
19 14 40 1f9126
16 15 40 37b541
18 15 40 37b541
19 15 40 1f9126
16 0 41 37b541
17 0 41 37b541
18 0 41 1f9126
19 0 41 1f9126
20 0 41 1f9126
16 1 41 37b541
17 1 41 37b541
18 1 41 1f9126
19 1 41 1f9126
18 2 41 1f9126
19 2 41 1f9126
20 2 41 1f9126
16 3 41 21da2f
17 3 41 1f9126
18 3 41 1f9126
19 3 41 1f9126
20 3 41 1f9126
16 4 41 1f9126
17 4 41 1f9126
18 4 41 37b541
19 4 41 1f9126
20 4 41 37b541
16 5 41 ffffff
17 5 41 1f9126
18 5 41 1f9126
19 5 41 1f9126
20 5 41 1f9126
16 6 41 ffffff
17 6 41 1f9126
18 6 41 37b541
19 6 41 21da2f
16 7 41 1f9126
17 7 41 1f9126
18 7 41 21da2f
19 7 41 1f9126
20 7 41 1f9126
16 8 41 37b541
17 8 41 37b541
18 8 41 1f9126
19 8 41 1f9126
16 9 41 37b541
17 9 41 37b541
18 9 41 1f9126
19 9 41 37b541
20 9 41 37b541
16 10 41 1f9126
17 10 41 ffffff
18 10 41 1f9126
19 10 41 1f9126
20 10 41 1f9126
16 11 41 37b541
17 11 41 ffffff
18 11 41 1f9126
19 11 41 37b541
20 11 41 1f9126
16 12 41 ffffff
17 12 41 1f9126
18 12 41 1f9126
19 12 41 21da2f
20 12 41 1f9126
16 13 41 37b541
17 13 41 37b541
18 13 41 37b541
19 13 41 1f9126
20 13 41 1f9126
17 14 41 37b541
19 14 41 1f9126
20 14 41 37b541
19 15 41 1f9126
16 0 42 37b541
17 0 42 37b541
20 0 42 37b541
16 1 42 1f9126
16 2 42 1f9126
17 2 42 21da2f
18 2 42 1f9126
19 2 42 37b541
16 3 42 1f9126
17 3 42 ffffff
18 3 42 ffffff
19 3 42 1f9126
20 3 42 1f9126
16 4 42 ffffff
17 4 42 ffffff
18 4 42 ffffff
19 4 42 ffffff
20 4 42 37b541
16 5 42 ffffff
17 5 42 ffffff
18 5 42 ffffff
19 5 42 ffffff
20 5 42 1f9126
16 6 42 ffffff
17 6 42 ffffff
18 6 42 ffffff
19 6 42 ffffff
20 6 42 21da2f
16 7 42 ffffff
17 7 42 1f9126
18 7 42 21da2f
19 7 42 1f9126
20 7 42 1f9126
16 8 42 37b541
17 8 42 37b541
18 8 42 ffffff
19 8 42 ffffff
20 8 42 37b541
16 9 42 1f9126
17 9 42 ffffff
18 9 42 ffffff
19 9 42 ffffff
20 9 42 21da2f
16 10 42 ffffff
17 10 42 ffffff
18 10 42 ffffff
19 10 42 1f9126
20 10 42 1f9126
16 11 42 ffffff
17 11 42 ffffff
18 11 42 21da2f
16 12 42 ffffff
17 12 42 ffffff
18 12 42 1f9126
16 13 42 ffffff
17 13 42 37b541
16 14 42 1f9126
16 15 42 1f9126
18 15 42 21da2f
19 15 42 1f9126
20 15 42 37b541
16 0 43 1f9126
17 0 43 1f9126
18 0 43 1f9126
19 0 43 1f9126
20 0 43 1f9126
16 1 43 21da2f
17 1 43 1f9126
18 1 43 1f9126
19 1 43 1f9126
20 1 43 1f9126
16 2 43 37b541
18 2 43 37b541
19 2 43 1f9126
20 2 43 1f9126
16 3 43 1f9126
17 3 43 1f9126
18 3 43 ffffff
19 3 43 1f9126
16 4 43 ffffff
17 4 43 ffffff
18 4 43 ffffff
19 4 43 21da2f
16 5 43 ffffff
17 5 43 ffffff
18 5 43 ffffff
19 5 43 ffffff
20 5 43 37b541
16 6 43 ffffff
17 6 43 ffffff
18 6 43 ffffff
19 6 43 1f9126
20 6 43 37b541
16 7 43 ffffff
17 7 43 ffffff
18 7 43 1f9126
19 7 43 1f9126
16 8 43 1f9126
17 8 43 1f9126
18 8 43 1f9126
19 8 43 1f9126
20 8 43 1f9126
16 9 43 21da2f
17 9 43 1f9126
18 9 43 1f9126
19 9 43 1f9126
20 9 43 1f9126
16 10 43 ffffff
17 10 43 ffffff
18 10 43 ffffff
19 10 43 37b541
16 11 43 ffffff
17 11 43 ffffff
18 11 43 37b541
19 11 43 1f9126
20 11 43 1f9126
16 12 43 ffffff
17 12 43 21da2f
16 13 43 1f9126
17 13 43 1f9126
18 13 43 1f9126
19 13 43 1f9126
20 13 43 1f9126
17 14 43 21da2f
18 14 43 1f9126
20 14 43 1f9126
16 15 43 37b541
19 15 43 37b541
20 15 43 37b541
16 0 44 ffffff
17 0 44 1f9126
18 0 44 ffffff
19 0 44 1f9126
20 0 44 37b541
16 1 44 37b541
17 1 44 37b541
18 1 44 37b541
19 1 44 37b541
16 2 44 1f9126
17 2 44 1f9126
18 2 44 1f9126
19 2 44 1f9126
16 3 44 1f9126
17 3 44 ffffff
18 3 44 ffffff
19 3 44 1f9126
20 3 44 21da2f
16 4 44 ffffff
17 4 44 ffffff
18 4 44 ffffff
19 4 44 21da2f
16 5 44 ffffff
17 5 44 ffffff
18 5 44 ffffff
19 5 44 1f9126
20 5 44 1f9126
16 6 44 ffffff
17 6 44 ffffff
18 6 44 ffffff
19 6 44 ffffff
20 6 44 1f9126
16 7 44 ffffff
17 7 44 ffffff
18 7 44 ffffff
19 7 44 ffffff
20 7 44 1f9126
16 8 44 ffffff
17 8 44 1f9126
18 8 44 ffffff
19 8 44 1f9126
20 8 44 37b541
16 9 44 37b541
17 9 44 37b541
18 9 44 37b541
19 9 44 37b541
20 9 44 1f9126
16 10 44 ffffff
17 10 44 ffffff
18 10 44 ffffff
19 10 44 37b541
20 10 44 37b541
16 11 44 ffffff
17 11 44 ffffff
18 11 44 ffffff
19 11 44 37b541
20 11 44 1f9126
16 12 44 ffffff
17 12 44 ffffff
18 12 44 1f9126
19 12 44 1f9126
16 13 44 1f9126
17 13 44 ffffff
18 13 44 1f9126
19 13 44 1f9126
16 14 44 1f9126
17 14 44 37b541
19 14 44 21da2f
16 15 44 1f9126
18 15 44 1f9126
19 15 44 1f9126
16 0 45 37b541
17 0 45 ffffff
18 0 45 ffffff
19 0 45 ffffff
20 0 45 37b541
17 1 45 1f9126
18 1 45 37b541
19 1 45 1f9126
20 1 45 1f9126
16 3 45 1f9126
17 3 45 1f9126
18 3 45 37b541
19 3 45 1f9126
20 3 45 1f9126
16 4 45 ffffff
17 4 45 ffffff
18 4 45 ffffff
19 4 45 1f9126
20 4 45 1f9126
16 5 45 ffffff
17 5 45 ffffff
18 5 45 ffffff
19 5 45 1f9126
16 6 45 ffffff
17 6 45 ffffff
18 6 45 ffffff
19 6 45 37b541
20 6 45 37b541
16 7 45 ffffff
17 7 45 ffffff
18 7 45 ffffff
19 7 45 ffffff
20 7 45 21da2f
16 8 45 37b541
17 8 45 ffffff
18 8 45 ffffff
19 8 45 21da2f
16 9 45 ffffff
17 9 45 1f9126
18 9 45 37b541
19 9 45 1f9126
20 9 45 1f9126
16 10 45 ffffff
17 10 45 ffffff
18 10 45 ffffff
19 10 45 37b541
20 10 45 1f9126
16 11 45 ffffff
17 11 45 ffffff
18 11 45 21da2f
16 12 45 ffffff
17 12 45 ffffff
18 12 45 ffffff
19 12 45 1f9126
20 12 45 1f9126
16 13 45 1f9126
17 13 45 37b541
18 13 45 ffffff
19 13 45 ffffff
20 13 45 1f9126
18 14 45 1f9126
19 14 45 1f9126
20 14 45 1f9126
16 0 46 ffffff
17 0 46 1f9126
18 0 46 1f9126
19 0 46 1f9126
20 0 46 1f9126
16 1 46 1f9126
17 1 46 21da2f
18 1 46 21da2f
19 1 46 37b541
20 1 46 37b541
17 2 46 1f9126
18 2 46 1f9126
19 2 46 1f9126
20 2 46 37b541
16 3 46 1f9126
17 3 46 ffffff
18 3 46 1f9126
19 3 46 ffffff
20 3 46 37b541
16 4 46 ffffff
17 4 46 ffffff
18 4 46 1f9126
19 4 46 1f9126
20 4 46 1f9126
16 5 46 1f9126
17 5 46 ffffff
18 5 46 1f9126
19 5 46 ffffff
20 5 46 1f9126
16 6 46 ffffff
17 6 46 ffffff
18 6 46 1f9126
19 6 46 1f9126
20 6 46 1f9126
16 7 46 1f9126
17 7 46 ffffff
18 7 46 ffffff
19 7 46 1f9126
20 7 46 1f9126
16 8 46 ffffff
17 8 46 1f9126
18 8 46 1f9126
19 8 46 1f9126
16 9 46 1f9126
17 9 46 21da2f
18 9 46 21da2f
19 9 46 37b541
20 9 46 37b541
16 10 46 21da2f
17 10 46 21da2f
18 10 46 21da2f
19 10 46 1f9126
20 10 46 1f9126
16 11 46 ffffff
17 11 46 21da2f
18 11 46 ffffff
19 11 46 1f9126
20 11 46 1f9126
16 12 46 21da2f
17 12 46 21da2f
18 12 46 21da2f
19 12 46 37b541
16 13 46 21da2f
17 13 46 ffffff
18 13 46 1f9126
19 13 46 1f9126
20 13 46 1f9126
16 14 46 37b541
17 14 46 1f9126
18 14 46 21da2f
20 14 46 37b541
18 15 46 1f9126
20 15 46 1f9126
16 0 47 21da2f
17 0 47 1f9126
18 0 47 1f9126
19 0 47 1f9126
20 0 47 1f9126
17 1 47 37b541
20 1 47 06a115
16 2 47 21da2f
17 2 47 21da2f
18 2 47 21da2f
19 2 47 1f9126
20 2 47 1f9126
16 3 47 37b541
17 3 47 37b541
18 3 47 1f9126
19 3 47 21da2f
20 3 47 1f9126
16 4 47 37b541
17 4 47 21da2f
19 4 47 21da2f
20 4 47 1f9126
16 5 47 1f9126
17 5 47 1f9126
18 5 47 1f9126
19 5 47 37b541
20 5 47 37b541
16 6 47 21da2f
17 6 47 37b541
18 6 47 37b541
19 6 47 37b541
20 6 47 37b541
16 7 47 1f9126
17 7 47 1f9126
18 7 47 1f9126
19 7 47 1f9126
20 7 47 1f9126
16 8 47 21da2f
17 8 47 1f9126
18 8 47 1f9126
19 8 47 1f9126
20 8 47 37b541
16 9 47 21da2f
17 9 47 37b541
19 9 47 21da2f
20 9 47 06a115
16 10 47 1f9126
17 10 47 1f9126
18 10 47 1f9126
20 10 47 1f9126
16 11 47 37b541
18 11 47 37b541
16 12 47 1f9126
17 12 47 1f9126
19 12 47 1f9126
17 13 47 21da2f
18 13 47 1f9126
20 13 47 37b541
17 15 47 21da2f
20 15 47 1f9126
-7 16 40 1f9126
-6 16 40 1f9126
-5 16 40 21da2f
-4 16 40 1f9126
-1 18 40 37b541
-1 20 40 37b541
-1 21 40 37b541
-1 22 40 37b541
-7 16 41 1f9126
-6 16 41 21da2f
-5 16 41 1f9126
-4 16 41 21da2f
-2 16 41 1f9126
-1 16 41 1f9126
-1 17 41 37b541
-1 18 41 1f9126
-1 19 41 37b541
-1 20 41 21da2f
-1 21 41 37b541
-7 16 42 21da2f
-6 16 42 1f9126
-5 16 42 1f9126
-3 16 42 1f9126
-2 16 42 21da2f
-1 16 42 21da2f
-1 18 42 1f9126
-1 19 42 1f9126
-1 21 42 21da2f
-1 22 42 1f9126
-7 16 43 37b541
-5 16 43 21da2f
-4 16 43 1f9126
-2 16 43 1f9126
-1 16 43 ffffff
-1 17 43 1f9126
-1 18 43 37b541
-1 21 43 1f9126
-6 16 44 1f9126
-5 16 44 1f9126
-4 16 44 1f9126
-3 16 44 21da2f
-2 16 44 1f9126
-1 16 44 ffffff
-1 17 44 37b541
-1 19 44 21da2f
-1 21 44 1f9126
-1 22 44 1f9126
-7 16 45 21da2f
-6 16 45 37b541
-5 16 45 1f9126
-2 16 45 1f9126
-1 16 45 21da2f
-1 19 45 1f9126
-1 20 45 1f9126
-1 21 45 21da2f
-7 16 46 21da2f
-6 16 46 1f9126
-5 16 46 37b541
-4 16 46 37b541
-3 16 46 1f9126
-2 16 46 1f9126
-1 16 46 37b541
-1 17 46 1f9126
-1 19 46 21da2f
-1 21 46 21da2f
-1 22 46 37b541
-7 16 47 21da2f
-6 16 47 1f9126
-5 16 47 37b541
-3 16 47 37b541
-2 16 47 1f9126
-1 17 47 1f9126
-1 18 47 21da2f
-1 19 47 1f9126
-1 20 47 37b541
-1 21 47 1f9126
0 16 40 37b541
1 16 40 1f9126
2 16 40 1f9126
3 16 40 21da2f
4 16 40 1f9126
5 16 40 06a115
8 16 40 37b541
9 16 40 1f9126
10 16 40 1f9126
11 16 40 21da2f
12 16 40 21da2f
13 16 40 1f9126
14 16 40 06a115
0 17 40 21da2f
1 17 40 37b541
4 17 40 1f9126
5 17 40 1f9126
6 17 40 37b541
7 17 40 37b541
8 17 40 21da2f
9 17 40 37b541
10 17 40 37b541
13 17 40 1f9126
15 17 40 37b541
0 18 40 37b541
1 18 40 1f9126
2 18 40 1f9126
3 18 40 37b541
6 18 40 1f9126
7 18 40 37b541
8 18 40 37b541
9 18 40 1f9126
10 18 40 1f9126
11 18 40 37b541
12 18 40 37b541
15 18 40 1f9126
0 19 40 1f9126
3 19 40 21da2f
5 19 40 1f9126
6 19 40 1f9126
8 19 40 1f9126
9 19 40 1f9126
11 19 40 21da2f
12 19 40 21da2f
14 19 40 1f9126
0 20 40 21da2f
1 20 40 1f9126
3 20 40 1f9126
4 20 40 37b541
5 20 40 21da2f
6 20 40 21da2f
7 20 40 37b541
8 20 40 21da2f
9 20 40 1f9126
10 20 40 1f9126
11 20 40 1f9126
12 20 40 1f9126
13 20 40 37b541
14 20 40 21da2f
4 21 40 37b541
5 21 40 21da2f
6 21 40 1f9126
7 21 40 37b541
8 21 40 37b541
13 21 40 37b541
14 21 40 21da2f
15 21 40 1f9126
0 22 40 21da2f
1 22 40 37b541
2 22 40 1f9126
4 22 40 1f9126
5 22 40 1f9126
7 22 40 37b541
8 22 40 1f9126
9 22 40 37b541
10 22 40 1f9126
11 22 40 1f9126
13 22 40 21da2f
0 16 41 21da2f
1 16 41 1f9126
2 16 41 1f9126
3 16 41 1f9126
4 16 41 21da2f
5 16 41 21da2f
6 16 41 1f9126
7 16 41 1f9126
8 16 41 21da2f
9 16 41 1f9126
10 16 41 1f9126
11 16 41 1f9126
12 16 41 1f9126
13 16 41 21da2f
15 16 41 1f9126
0 17 41 1f9126
1 17 41 1f9126
2 17 41 37b541
3 17 41 1f9126
4 17 41 37b541
5 17 41 1f9126
6 17 41 1f9126
7 17 41 1f9126
8 17 41 1f9126
9 17 41 1f9126
10 17 41 37b541
11 17 41 1f9126
12 17 41 1f9126
13 17 41 37b541
14 17 41 1f9126
15 17 41 1f9126
0 18 41 ffffff
1 18 41 1f9126
2 18 41 1f9126
3 18 41 1f9126
5 18 41 37b541
6 18 41 1f9126
7 18 41 1f9126
8 18 41 ffffff
9 18 41 1f9126
10 18 41 1f9126
11 18 41 1f9126
12 18 41 1f9126
14 18 41 37b541
15 18 41 1f9126
0 19 41 ffffff
1 19 41 1f9126
2 19 41 37b541
3 19 41 ffffff
4 19 41 1f9126
5 19 41 1f9126
6 19 41 37b541
7 19 41 37b541
8 19 41 ffffff
9 19 41 1f9126
10 19 41 37b541
11 19 41 ffffff
12 19 41 ffffff
13 19 41 1f9126
14 19 41 1f9126
15 19 41 37b541
0 20 41 21da2f
1 20 41 1f9126
2 20 41 21da2f
3 20 41 1f9126
6 20 41 1f9126
7 20 41 ffffff
8 20 41 1f9126
9 20 41 1f9126
10 20 41 21da2f
11 20 41 1f9126
12 20 41 1f9126
15 20 41 1f9126
0 21 41 37b541
1 21 41 37b541
2 21 41 1f9126
3 21 41 1f9126
4 21 41 1f9126
5 21 41 1f9126
6 21 41 ffffff
7 21 41 37b541
8 21 41 37b541
9 21 41 37b541
10 21 41 1f9126
11 21 41 1f9126
12 21 41 1f9126
13 21 41 1f9126
14 21 41 1f9126
15 21 41 21da2f
0 22 41 37b541
2 22 41 1f9126
4 22 41 37b541
5 22 41 21da2f
6 22 41 21da2f
8 22 41 37b541
10 22 41 1f9126
12 22 41 37b541
13 22 41 37b541
15 22 41 37b541
0 16 42 1f9126
1 16 42 ffffff
2 16 42 ffffff
3 16 42 1f9126
5 16 42 1f9126
6 16 42 ffffff
7 16 42 ffffff
8 16 42 1f9126
9 16 42 ffffff
10 16 42 ffffff
11 16 42 1f9126
12 16 42 1f9126
14 16 42 1f9126
15 16 42 ffffff
0 17 42 1f9126
1 17 42 ffffff
2 17 42 ffffff
3 17 42 ffffff
4 17 42 37b541
5 17 42 21da2f
6 17 42 1f9126
7 17 42 ffffff
8 17 42 ffffff
9 17 42 ffffff
10 17 42 ffffff
11 17 42 ffffff
12 17 42 ffffff
13 17 42 37b541
14 17 42 21da2f
15 17 42 1f9126
0 18 42 ffffff
1 18 42 ffffff
2 18 42 ffffff
3 18 42 ffffff
4 18 42 1f9126
5 18 42 1f9126
6 18 42 1f9126
7 18 42 ffffff
8 18 42 ffffff
9 18 42 ffffff
10 18 42 ffffff
11 18 42 ffffff
12 18 42 ffffff
13 18 42 1f9126
15 18 42 1f9126
0 19 42 1f9126
1 19 42 ffffff
2 19 42 ffffff
3 19 42 ffffff
4 19 42 21da2f
5 19 42 37b541
6 19 42 ffffff
7 19 42 ffffff
8 19 42 ffffff
9 19 42 ffffff
10 19 42 37b541
11 19 42 ffffff
12 19 42 ffffff
13 19 42 21da2f
14 19 42 37b541
15 19 42 1f9126
0 20 42 21da2f
1 20 42 1f9126
2 20 42 21da2f
3 20 42 1f9126
5 20 42 37b541
6 20 42 1f9126
7 20 42 ffffff
8 20 42 ffffff
9 20 42 1f9126
11 20 42 1f9126
12 20 42 1f9126
14 20 42 37b541
15 20 42 1f9126
0 21 42 37b541
4 21 42 37b541
5 21 42 37b541
6 21 42 1f9126
7 21 42 ffffff
8 21 42 37b541
13 21 42 37b541
15 21 42 37b541
5 22 42 37b541
6 22 42 1f9126
7 22 42 1f9126
8 22 42 21da2f
13 22 42 21da2f
15 22 42 37b541
0 16 43 1f9126
1 16 43 1f9126
2 16 43 ffffff
3 16 43 ffffff
4 16 43 1f9126
5 16 43 1f9126
6 16 43 1f9126
7 16 43 ffffff
8 16 43 1f9126
9 16 43 1f9126
10 16 43 ffffff
11 16 43 ffffff
12 16 43 ffffff
13 16 43 1f9126
15 16 43 1f9126
0 17 43 ffffff
1 17 43 ffffff
2 17 43 ffffff
3 17 43 ffffff
4 17 43 1f9126
5 17 43 37b541
6 17 43 ffffff
7 17 43 ffffff
8 17 43 ffffff
9 17 43 ffffff
10 17 43 ffffff
11 17 43 ffffff
12 17 43 ffffff
13 17 43 1f9126
14 17 43 37b541
15 17 43 ffffff
0 18 43 37b541
1 18 43 ffffff
2 18 43 ffffff
3 18 43 ffffff
4 18 43 37b541
5 18 43 37b541
6 18 43 ffffff
7 18 43 ffffff
8 18 43 ffffff
9 18 43 ffffff
10 18 43 ffffff
11 18 43 ffffff
12 18 43 ffffff
13 18 43 37b541
14 18 43 37b541
15 18 43 21da2f
0 19 43 37b541
1 19 43 ffffff
2 19 43 ffffff
3 19 43 1f9126
5 19 43 1f9126
6 19 43 ffffff
7 19 43 ffffff
8 19 43 ffffff
9 19 43 ffffff
10 19 43 ffffff
11 19 43 1f9126
12 19 43 1f9126
14 19 43 1f9126
15 19 43 21da2f
0 20 43 21da2f
1 20 43 ffffff
2 20 43 1f9126
3 20 43 ffffff
4 20 43 37b541
5 20 43 21da2f
6 20 43 ffffff
7 20 43 ffffff
8 20 43 ffffff
9 20 43 ffffff
10 20 43 1f9126
11 20 43 ffffff
12 20 43 ffffff
13 20 43 37b541
14 20 43 21da2f
15 20 43 21da2f
0 21 43 21da2f
1 21 43 1f9126
2 21 43 1f9126
3 21 43 1f9126
4 21 43 1f9126
5 21 43 1f9126
6 21 43 1f9126
7 21 43 1f9126
8 21 43 1f9126
9 21 43 21da2f
11 21 43 1f9126
12 21 43 1f9126
13 21 43 1f9126
14 21 43 1f9126
15 21 43 1f9126
1 22 43 1f9126
3 22 43 1f9126
5 22 43 1f9126
6 22 43 21da2f
8 22 43 21da2f
10 22 43 1f9126
11 22 43 1f9126
12 22 43 1f9126
13 22 43 1f9126
15 22 43 1f9126
0 16 44 1f9126
1 16 44 ffffff
2 16 44 ffffff
3 16 44 1f9126
4 16 44 21da2f
5 16 44 21da2f
6 16 44 1f9126
7 16 44 ffffff
8 16 44 1f9126
9 16 44 ffffff
10 16 44 ffffff
11 16 44 1f9126
12 16 44 1f9126
13 16 44 21da2f
14 16 44 21da2f
15 16 44 1f9126
0 17 44 21da2f
1 17 44 ffffff
2 17 44 ffffff
3 17 44 ffffff
4 17 44 21da2f
5 17 44 1f9126
6 17 44 ffffff
7 17 44 ffffff
8 17 44 ffffff
9 17 44 ffffff
10 17 44 ffffff
11 17 44 ffffff
12 17 44 ffffff
13 17 44 21da2f
14 17 44 1f9126
15 17 44 ffffff
